Customer ID,Recency,Frequency,Monetary,Quantity,Avg_Price_Per_Unit,Age,Gender,Product_Category,Last_Purchase_Date,Cluster,Segment_Name
CUST285,140,1,25,1,25.0,31,Female,Electronics,2023-08-15,1,Low-Value Recent Customers
CUST286,85,1,50,2,25.0,55,Male,Electronics,2023-10-09,1,Low-Value Recent Customers
CUST287,316,1,100,4,25.0,54,Male,Clothing,2023-02-20,2,Low-Value Inactive Customers
CUST288,341,1,120,4,30.0,28,Male,Clothing,2023-01-26,2,Low-Value Inactive Customers
CUST289,33,1,60,2,30.0,53,Male,Electronics,2023-11-30,1,Low-Value Recent Customers
CUST290,90,1,600,2,300.0,30,Female,Beauty,2023-10-04,1,Low-Value Recent Customers
CUST291,359,1,600,2,300.0,60,Male,Clothing,2023-01-08,2,Low-Value Inactive Customers
CUST292,319,1,1200,4,300.0,20,Male,Beauty,2023-02-17,0,High-Value Inactive Customers
CUST293,245,1,90,3,30.0,50,Male,Electronics,2023-05-02,2,Low-Value Inactive Customers
CUST294,281,1,90,3,30.0,23,Female,Clothing,2023-03-27,2,Low-Value Inactive Customers
CUST295,158,1,900,3,300.0,27,Female,Beauty,2023-07-28,3,High-Value Recent Customers
CUST296,118,1,1200,4,300.0,22,Female,Clothing,2023-09-06,3,High-Value Recent Customers
CUST297,120,1,1000,2,500.0,40,Female,Electronics,2023-09-04,3,High-Value Recent Customers
CUST298,257,1,1200,4,300.0,27,Male,Beauty,2023-04-20,0,High-Value Inactive Customers
CUST299,161,1,1000,2,500.0,61,Male,Electronics,2023-07-25,3,High-Value Recent Customers
CUST300,336,1,200,4,50.0,19,Female,Electronics,2023-01-31,2,Low-Value Inactive Customers
CUST301,282,1,120,4,30.0,30,Male,Clothing,2023-03-26,2,Low-Value Inactive Customers
CUST302,172,1,600,2,300.0,57,Male,Beauty,2023-07-14,1,Low-Value Recent Customers
CUST303,365,1,90,3,30.0,19,Male,Electronics,2023-01-02,2,Low-Value Inactive Customers
CUST304,167,1,60,2,30.0,37,Female,Electronics,2023-07-19,1,Low-Value Recent Customers
CUST305,231,1,30,1,30.0,18,Female,Beauty,2023-05-16,2,Low-Value Inactive Customers
CUST306,134,1,50,1,50.0,54,Male,Electronics,2023-08-21,1,Low-Value Recent Customers
CUST307,220,1,50,2,25.0,26,Female,Electronics,2023-05-27,2,Low-Value Inactive Customers
CUST308,150,1,1200,4,300.0,34,Female,Beauty,2023-08-05,3,High-Value Recent Customers
CUST309,10,1,25,1,25.0,26,Female,Beauty,2023-12-23,1,Low-Value Recent Customers
CUST310,82,1,25,1,25.0,28,Female,Beauty,2023-10-12,1,Low-Value Recent Customers
CUST311,28,1,100,4,25.0,32,Female,Beauty,2023-12-05,1,Low-Value Recent Customers
CUST312,117,1,120,4,30.0,41,Male,Clothing,2023-09-07,1,Low-Value Recent Customers
CUST313,287,1,1500,3,500.0,55,Female,Beauty,2023-03-21,0,High-Value Inactive Customers
CUST314,269,1,120,4,30.0,52,Male,Clothing,2023-04-08,2,Low-Value Inactive Customers
CUST315,215,1,60,2,30.0,47,Male,Clothing,2023-06-01,2,Low-Value Inactive Customers
CUST316,255,1,50,2,25.0,48,Female,Clothing,2023-04-22,2,Low-Value Inactive Customers
CUST317,337,1,90,3,30.0,22,Male,Electronics,2023-01-30,2,Low-Value Inactive Customers
CUST318,70,1,25,1,25.0,61,Male,Clothing,2023-10-24,1,Low-Value Recent Customers
CUST319,89,1,500,1,500.0,31,Male,Clothing,2023-10-05,1,Low-Value Recent Customers
CUST320,335,1,1200,4,300.0,28,Female,Electronics,2023-02-01,0,High-Value Inactive Customers
CUST321,206,1,50,2,25.0,26,Female,Electronics,2023-06-10,2,Low-Value Inactive Customers
CUST322,337,1,500,1,500.0,51,Male,Electronics,2023-01-30,2,Low-Value Inactive Customers
CUST323,341,1,900,3,300.0,29,Female,Beauty,2023-01-26,0,High-Value Inactive Customers
CUST324,67,1,150,3,50.0,52,Female,Electronics,2023-10-27,1,Low-Value Recent Customers
CUST325,122,1,50,2,25.0,52,Female,Electronics,2023-09-02,1,Low-Value Recent Customers
CUST326,109,1,75,3,25.0,18,Female,Clothing,2023-09-15,1,Low-Value Recent Customers
CUST327,95,1,150,3,50.0,57,Male,Electronics,2023-09-29,1,Low-Value Recent Customers
CUST328,286,1,100,2,50.0,39,Male,Beauty,2023-03-22,2,Low-Value Inactive Customers
CUST329,337,1,100,4,25.0,46,Female,Electronics,2023-01-30,2,Low-Value Inactive Customers
CUST330,106,1,200,4,50.0,25,Female,Beauty,2023-09-18,1,Low-Value Recent Customers
CUST331,325,1,90,3,30.0,28,Male,Electronics,2023-02-11,2,Low-Value Inactive Customers
CUST332,271,1,1200,4,300.0,58,Male,Electronics,2023-04-06,0,High-Value Inactive Customers
CUST333,331,1,1200,4,300.0,54,Female,Electronics,2023-02-05,0,High-Value Inactive Customers
CUST334,62,1,900,3,300.0,31,Male,Electronics,2023-11-01,3,High-Value Recent Customers
CUST335,332,1,120,4,30.0,47,Female,Beauty,2023-02-04,2,Low-Value Inactive Customers
CUST336,21,1,150,3,50.0,52,Female,Beauty,2023-12-12,1,Low-Value Recent Customers
CUST337,246,1,500,1,500.0,38,Male,Clothing,2023-05-01,2,Low-Value Inactive Customers
CUST338,160,1,100,2,50.0,54,Male,Beauty,2023-07-26,1,Low-Value Recent Customers
CUST339,305,1,50,2,25.0,22,Female,Electronics,2023-03-03,2,Low-Value Inactive Customers
CUST340,75,1,1200,4,300.0,36,Female,Clothing,2023-10-19,3,High-Value Recent Customers
CUST341,240,1,200,4,50.0,31,Male,Clothing,2023-05-07,2,Low-Value Inactive Customers
CUST342,70,1,2000,4,500.0,43,Female,Clothing,2023-10-24,3,High-Value Recent Customers
CUST343,62,1,50,2,25.0,21,Male,Electronics,2023-11-01,1,Low-Value Recent Customers
CUST344,346,1,30,1,30.0,42,Female,Beauty,2023-01-21,2,Low-Value Inactive Customers
CUST345,49,1,30,1,30.0,62,Male,Electronics,2023-11-14,1,Low-Value Recent Customers
CUST346,325,1,1000,2,500.0,59,Male,Clothing,2023-02-11,0,High-Value Inactive Customers
CUST347,152,1,25,1,25.0,42,Male,Electronics,2023-08-03,1,Low-Value Recent Customers
CUST348,30,1,600,2,300.0,35,Female,Electronics,2023-12-03,1,Low-Value Recent Customers
CUST349,68,1,50,1,50.0,57,Female,Beauty,2023-10-26,1,Low-Value Recent Customers
CUST350,77,1,75,3,25.0,25,Male,Beauty,2023-10-17,1,Low-Value Recent Customers
CUST351,99,1,90,3,30.0,56,Female,Clothing,2023-09-25,1,Low-Value Recent Customers
CUST352,205,1,1000,2,500.0,57,Male,Electronics,2023-06-11,0,High-Value Inactive Customers
CUST353,233,1,500,1,500.0,31,Male,Electronics,2023-05-14,2,Low-Value Inactive Customers
CUST354,262,1,200,4,50.0,49,Female,Beauty,2023-04-15,2,Low-Value Inactive Customers
CUST355,24,1,500,1,500.0,55,Female,Electronics,2023-12-09,1,Low-Value Recent Customers
CUST356,206,1,1500,3,500.0,50,Male,Electronics,2023-06-10,0,High-Value Inactive Customers
CUST357,244,1,75,3,25.0,40,Female,Electronics,2023-05-03,2,Low-Value Inactive Customers
CUST358,231,1,300,1,300.0,32,Female,Beauty,2023-05-16,2,Low-Value Inactive Customers
CUST359,164,1,50,1,50.0,50,Male,Clothing,2023-07-22,1,Low-Value Recent Customers
CUST360,299,1,100,4,25.0,42,Male,Clothing,2023-03-09,2,Low-Value Inactive Customers
CUST361,23,1,1200,4,300.0,34,Female,Electronics,2023-12-10,3,High-Value Recent Customers
CUST362,36,1,25,1,25.0,50,Male,Clothing,2023-11-27,1,Low-Value Recent Customers
CUST363,213,1,25,1,25.0,64,Male,Beauty,2023-06-03,2,Low-Value Inactive Customers
CUST364,132,1,500,1,500.0,19,Female,Beauty,2023-08-23,1,Low-Value Recent Customers
CUST365,205,1,300,1,300.0,31,Male,Clothing,2023-06-11,2,Low-Value Inactive Customers
CUST366,329,1,100,2,50.0,57,Male,Clothing,2023-02-07,2,Low-Value Inactive Customers
CUST367,362,1,50,1,50.0,57,Female,Electronics,2023-01-05,2,Low-Value Inactive Customers
CUST368,132,1,1200,4,300.0,56,Female,Clothing,2023-08-23,3,High-Value Recent Customers
CUST369,48,1,1500,3,500.0,23,Male,Electronics,2023-11-15,3,High-Value Recent Customers
CUST370,78,1,60,2,30.0,23,Male,Electronics,2023-10-16,1,Low-Value Recent Customers
CUST371,315,1,25,1,25.0,20,Female,Beauty,2023-02-21,2,Low-Value Inactive Customers
CUST372,329,1,1500,3,500.0,24,Female,Beauty,2023-02-07,0,High-Value Inactive Customers
CUST373,91,1,600,2,300.0,25,Female,Beauty,2023-10-03,1,Low-Value Recent Customers
CUST374,257,1,75,3,25.0,59,Female,Beauty,2023-04-20,2,Low-Value Inactive Customers
CUST375,107,1,50,1,50.0,32,Male,Clothing,2023-09-17,1,Low-Value Recent Customers
CUST376,231,1,30,1,30.0,64,Female,Beauty,2023-05-16,2,Low-Value Inactive Customers
CUST377,299,1,200,4,50.0,46,Female,Clothing,2023-03-09,2,Low-Value Inactive Customers
CUST378,188,1,300,1,300.0,50,Male,Beauty,2023-06-28,2,Low-Value Inactive Customers
CUST379,331,1,25,1,25.0,47,Female,Clothing,2023-02-05,2,Low-Value Inactive Customers
CUST380,241,1,600,2,300.0,56,Male,Electronics,2023-05-06,2,Low-Value Inactive Customers
CUST381,177,1,100,4,25.0,44,Female,Clothing,2023-07-09,1,Low-Value Recent Customers
CUST382,221,1,1000,2,500.0,53,Female,Clothing,2023-05-26,0,High-Value Inactive Customers
CUST383,286,1,90,3,30.0,46,Female,Beauty,2023-03-22,2,Low-Value Inactive Customers
CUST384,142,1,500,1,500.0,55,Male,Clothing,2023-08-13,1,Low-Value Recent Customers
CUST385,88,1,1500,3,500.0,50,Male,Electronics,2023-10-06,3,High-Value Recent Customers
CUST386,6,1,600,2,300.0,54,Female,Electronics,2023-12-27,1,Low-Value Recent Customers
CUST387,212,1,30,1,30.0,44,Male,Beauty,2023-06-04,2,Low-Value Inactive Customers
CUST388,53,1,25,1,25.0,50,Male,Electronics,2023-11-10,1,Low-Value Recent Customers
CUST389,32,1,50,2,25.0,21,Male,Clothing,2023-12-01,1,Low-Value Recent Customers
CUST390,96,1,100,2,50.0,39,Male,Electronics,2023-09-28,1,Low-Value Recent Customers
CUST391,362,1,50,2,25.0,19,Male,Beauty,2023-01-05,2,Low-Value Inactive Customers
CUST392,25,1,600,2,300.0,27,Male,Clothing,2023-12-08,1,Low-Value Recent Customers
CUST393,83,1,1000,2,500.0,22,Female,Beauty,2023-10-11,3,High-Value Recent Customers
CUST394,213,1,500,1,500.0,27,Female,Clothing,2023-06-03,2,Low-Value Inactive Customers
CUST395,27,1,1000,2,500.0,50,Male,Electronics,2023-12-06,3,High-Value Recent Customers
CUST396,313,1,30,1,30.0,55,Female,Beauty,2023-02-23,2,Low-Value Inactive Customers
CUST397,298,1,25,1,25.0,30,Female,Beauty,2023-03-10,2,Low-Value Inactive Customers
CUST398,231,1,600,2,300.0,48,Female,Clothing,2023-05-16,2,Low-Value Inactive Customers
CUST399,307,1,60,2,30.0,64,Female,Beauty,2023-03-01,2,Low-Value Inactive Customers
CUST400,312,1,200,4,50.0,53,Male,Clothing,2023-02-24,2,Low-Value Inactive Customers
CUST401,83,1,300,1,300.0,62,Female,Clothing,2023-10-11,1,Low-Value Recent Customers
CUST402,287,1,600,2,300.0,41,Female,Clothing,2023-03-21,2,Low-Value Inactive Customers
CUST403,227,1,600,2,300.0,32,Male,Clothing,2023-05-20,2,Low-Value Inactive Customers
CUST404,222,1,1000,2,500.0,46,Male,Electronics,2023-05-25,0,High-Value Inactive Customers
CUST405,57,1,1200,4,300.0,25,Female,Clothing,2023-11-06,3,High-Value Recent Customers
CUST406,259,1,100,4,25.0,22,Female,Beauty,2023-04-18,2,Low-Value Inactive Customers
CUST407,191,1,900,3,300.0,46,Female,Electronics,2023-06-25,0,High-Value Inactive Customers
CUST408,262,1,500,1,500.0,64,Female,Beauty,2023-04-15,2,Low-Value Inactive Customers
CUST409,15,1,900,3,300.0,21,Female,Electronics,2023-12-18,3,High-Value Recent Customers
CUST410,42,1,100,2,50.0,29,Female,Clothing,2023-11-21,1,Low-Value Recent Customers
CUST411,231,1,200,4,50.0,62,Male,Electronics,2023-05-16,2,Low-Value Inactive Customers
CUST412,108,1,2000,4,500.0,19,Female,Electronics,2023-09-16,3,High-Value Recent Customers
CUST413,116,1,75,3,25.0,44,Female,Beauty,2023-09-08,1,Low-Value Recent Customers
CUST414,238,1,100,4,25.0,48,Male,Beauty,2023-05-09,2,Low-Value Inactive Customers
CUST415,340,1,60,2,30.0,53,Male,Clothing,2023-01-27,2,Low-Value Inactive Customers
CUST416,319,1,2000,4,500.0,53,Male,Electronics,2023-02-17,0,High-Value Inactive Customers
CUST417,42,1,900,3,300.0,43,Male,Electronics,2023-11-21,3,High-Value Recent Customers
CUST418,150,1,1000,2,500.0,60,Female,Electronics,2023-08-05,3,High-Value Recent Customers
CUST419,225,1,90,3,30.0,44,Female,Clothing,2023-05-22,2,Low-Value Inactive Customers
CUST420,344,1,2000,4,500.0,22,Female,Clothing,2023-01-23,0,High-Value Inactive Customers
CUST421,365,1,1500,3,500.0,37,Female,Clothing,2023-01-02,0,High-Value Inactive Customers
CUST422,196,1,90,3,30.0,28,Female,Clothing,2023-06-20,2,Low-Value Inactive Customers
CUST423,300,1,25,1,25.0,27,Female,Clothing,2023-03-08,2,Low-Value Inactive Customers
CUST424,40,1,1200,4,300.0,57,Male,Beauty,2023-11-23,3,High-Value Recent Customers
CUST425,232,1,120,4,30.0,55,Female,Electronics,2023-05-15,2,Low-Value Inactive Customers
CUST426,284,1,150,3,50.0,23,Male,Electronics,2023-03-24,2,Low-Value Inactive Customers
CUST427,140,1,25,1,25.0,25,Male,Electronics,2023-08-15,1,Low-Value Recent Customers
CUST428,84,1,200,4,50.0,40,Female,Electronics,2023-10-10,1,Low-Value Recent Customers
CUST429,5,1,50,2,25.0,64,Male,Electronics,2023-12-28,1,Low-Value Recent Customers
CUST430,148,1,900,3,300.0,43,Female,Electronics,2023-08-07,3,High-Value Recent Customers
CUST431,79,1,1200,4,300.0,63,Male,Electronics,2023-10-15,3,High-Value Recent Customers
CUST432,362,1,1000,2,500.0,60,Female,Electronics,2023-01-05,0,High-Value Inactive Customers
CUST433,309,1,200,4,50.0,29,Male,Beauty,2023-02-27,2,Low-Value Inactive Customers
CUST434,328,1,50,2,25.0,43,Female,Electronics,2023-02-08,2,Low-Value Inactive Customers
CUST435,13,1,900,3,300.0,30,Female,Beauty,2023-12-20,3,High-Value Recent Customers
CUST436,290,1,120,4,30.0,57,Female,Clothing,2023-03-18,2,Low-Value Inactive Customers
CUST437,87,1,1200,4,300.0,35,Female,Electronics,2023-10-07,3,High-Value Recent Customers
CUST438,348,1,30,1,30.0,42,Female,Clothing,2023-01-19,2,Low-Value Inactive Customers
CUST439,177,1,75,3,25.0,50,Male,Clothing,2023-07-09,1,Low-Value Recent Customers
CUST440,68,1,600,2,300.0,64,Male,Clothing,2023-10-26,1,Low-Value Recent Customers
CUST441,84,1,1200,4,300.0,57,Male,Beauty,2023-10-10,3,High-Value Recent Customers
CUST442,291,1,100,4,25.0,60,Female,Clothing,2023-03-17,2,Low-Value Inactive Customers
CUST443,146,1,600,2,300.0,29,Male,Clothing,2023-08-09,1,Low-Value Recent Customers
CUST444,301,1,90,3,30.0,61,Female,Clothing,2023-03-07,2,Low-Value Inactive Customers
CUST445,345,1,300,1,300.0,53,Female,Electronics,2023-01-22,2,Low-Value Inactive Customers
CUST446,209,1,50,1,50.0,21,Male,Electronics,2023-06-07,2,Low-Value Inactive Customers
CUST447,180,1,2000,4,500.0,22,Male,Beauty,2023-07-06,3,High-Value Recent Customers
CUST448,346,1,60,2,30.0,54,Female,Beauty,2023-01-21,2,Low-Value Inactive Customers
CUST449,183,1,200,4,50.0,25,Male,Electronics,2023-07-03,1,Low-Value Recent Customers
CUST450,259,1,50,2,25.0,59,Female,Beauty,2023-04-18,2,Low-Value Inactive Customers
CUST451,17,1,30,1,30.0,45,Female,Electronics,2023-12-16,1,Low-Value Recent Customers
CUST452,239,1,1500,3,500.0,48,Female,Clothing,2023-05-08,0,High-Value Inactive Customers
CUST453,25,1,1000,2,500.0,26,Female,Clothing,2023-12-08,3,High-Value Recent Customers
CUST454,314,1,25,1,25.0,46,Female,Beauty,2023-02-22,2,Low-Value Inactive Customers
CUST455,185,1,100,4,25.0,31,Male,Electronics,2023-07-01,2,Low-Value Inactive Customers
CUST456,80,1,60,2,30.0,57,Male,Electronics,2023-10-14,1,Low-Value Recent Customers
CUST457,158,1,900,3,300.0,58,Female,Beauty,2023-07-28,3,High-Value Recent Customers
CUST458,49,1,100,4,25.0,39,Female,Electronics,2023-11-14,1,Low-Value Recent Customers
CUST459,287,1,1200,4,300.0,28,Male,Clothing,2023-03-21,0,High-Value Inactive Customers
CUST460,245,1,50,1,50.0,40,Male,Beauty,2023-05-02,2,Low-Value Inactive Customers
CUST461,283,1,1000,2,500.0,18,Female,Beauty,2023-03-25,0,High-Value Inactive Customers
CUST462,276,1,1200,4,300.0,63,Male,Electronics,2023-04-01,0,High-Value Inactive Customers
CUST463,155,1,1500,3,500.0,54,Female,Beauty,2023-07-31,3,High-Value Recent Customers
CUST464,354,1,600,2,300.0,38,Male,Electronics,2023-01-13,2,Low-Value Inactive Customers
CUST465,275,1,150,3,50.0,43,Female,Electronics,2023-04-02,2,Low-Value Inactive Customers
CUST466,196,1,100,4,25.0,63,Male,Electronics,2023-06-20,2,Low-Value Inactive Customers
CUST467,156,1,150,3,50.0,53,Female,Electronics,2023-07-30,1,Low-Value Recent Customers
CUST468,24,1,25,1,25.0,40,Male,Electronics,2023-12-09,1,Low-Value Recent Customers
CUST469,239,1,75,3,25.0,18,Male,Beauty,2023-05-08,2,Low-Value Inactive Customers
CUST470,230,1,1000,2,500.0,57,Female,Clothing,2023-05-17,0,High-Value Inactive Customers
CUST471,285,1,150,3,50.0,32,Male,Clothing,2023-03-23,2,Low-Value Inactive Customers
CUST472,7,1,900,3,300.0,38,Female,Beauty,2023-12-26,3,High-Value Recent Customers
CUST473,311,1,50,1,50.0,64,Male,Beauty,2023-02-25,2,Low-Value Inactive Customers
CUST474,171,1,1500,3,500.0,26,Female,Clothing,2023-07-15,3,High-Value Recent Customers
CUST475,347,1,75,3,25.0,26,Male,Clothing,2023-01-20,2,Low-Value Inactive Customers
CUST476,126,1,2000,4,500.0,27,Female,Clothing,2023-08-29,3,High-Value Recent Customers
CUST477,253,1,120,4,30.0,43,Male,Clothing,2023-04-24,2,Low-Value Inactive Customers
CUST478,264,1,60,2,30.0,58,Female,Clothing,2023-04-13,2,Low-Value Inactive Customers
CUST479,131,1,1200,4,300.0,52,Male,Electronics,2023-08-24,3,High-Value Recent Customers
CUST480,187,1,2000,4,500.0,42,Female,Beauty,2023-06-29,0,High-Value Inactive Customers
CUST481,210,1,1200,4,300.0,43,Female,Electronics,2023-06-06,0,High-Value Inactive Customers
CUST482,250,1,1200,4,300.0,28,Female,Clothing,2023-04-27,0,High-Value Inactive Customers
CUST483,252,1,30,1,30.0,55,Male,Clothing,2023-04-25,2,Low-Value Inactive Customers
CUST484,354,1,1200,4,300.0,19,Female,Clothing,2023-01-13,0,High-Value Inactive Customers
CUST485,29,1,30,1,30.0,24,Male,Electronics,2023-12-04,1,Low-Value Recent Customers
CUST486,268,1,25,1,25.0,35,Female,Electronics,2023-04-09,2,Low-Value Inactive Customers
CUST487,162,1,2000,4,500.0,44,Male,Clothing,2023-07-24,3,High-Value Recent Customers
CUST488,198,1,900,3,300.0,51,Female,Electronics,2023-06-18,0,High-Value Inactive Customers
CUST489,224,1,30,1,30.0,44,Male,Electronics,2023-05-23,2,Low-Value Inactive Customers
CUST490,331,1,150,3,50.0,34,Male,Clothing,2023-02-05,2,Low-Value Inactive Customers
CUST491,224,1,900,3,300.0,60,Female,Electronics,2023-05-23,0,High-Value Inactive Customers
CUST492,187,1,100,4,25.0,61,Male,Beauty,2023-06-29,2,Low-Value Inactive Customers
CUST493,38,1,50,2,25.0,41,Male,Beauty,2023-11-25,1,Low-Value Recent Customers
CUST494,106,1,200,4,50.0,42,Female,Beauty,2023-09-18,1,Low-Value Recent Customers
CUST495,162,1,60,2,30.0,24,Male,Beauty,2023-07-24,1,Low-Value Recent Customers
CUST496,19,1,600,2,300.0,23,Male,Clothing,2023-12-14,1,Low-Value Recent Customers
CUST497,92,1,120,4,30.0,41,Male,Clothing,2023-10-02,1,Low-Value Recent Customers
CUST498,197,1,100,4,25.0,50,Female,Clothing,2023-06-19,2,Low-Value Inactive Customers
CUST499,352,1,60,2,30.0,46,Male,Beauty,2023-01-15,2,Low-Value Inactive Customers
CUST500,307,1,100,4,25.0,60,Female,Beauty,2023-03-01,2,Low-Value Inactive Customers
CUST501,233,1,60,2,30.0,39,Male,Electronics,2023-05-14,2,Low-Value Inactive Customers
CUST502,275,1,150,3,50.0,43,Male,Electronics,2023-04-02,2,Low-Value Inactive Customers
CUST503,69,1,2000,4,500.0,45,Male,Beauty,2023-10-25,3,High-Value Recent Customers
CUST504,231,1,150,3,50.0,38,Female,Beauty,2023-05-16,2,Low-Value Inactive Customers
CUST505,347,1,50,1,50.0,24,Male,Beauty,2023-01-20,2,Low-Value Inactive Customers
CUST506,311,1,1500,3,500.0,34,Male,Beauty,2023-02-25,0,High-Value Inactive Customers
CUST507,61,1,1500,3,500.0,37,Female,Electronics,2023-11-02,3,High-Value Recent Customers
CUST508,144,1,600,2,300.0,58,Male,Beauty,2023-08-11,1,Low-Value Recent Customers
CUST509,190,1,900,3,300.0,37,Female,Electronics,2023-06-26,0,High-Value Inactive Customers
CUST510,206,1,200,4,50.0,39,Female,Beauty,2023-06-10,2,Low-Value Inactive Customers
CUST511,143,1,100,2,50.0,45,Male,Beauty,2023-08-12,1,Low-Value Recent Customers
CUST512,56,1,25,1,25.0,57,Female,Beauty,2023-11-07,1,Low-Value Recent Customers
CUST513,105,1,100,4,25.0,24,Male,Electronics,2023-09-19,1,Low-Value Recent Customers
CUST514,307,1,300,1,300.0,18,Female,Electronics,2023-03-01,2,Low-Value Inactive Customers
CUST515,169,1,900,3,300.0,49,Female,Clothing,2023-07-17,3,High-Value Recent Customers
CUST516,71,1,100,4,25.0,30,Male,Beauty,2023-10-23,1,Low-Value Recent Customers
CUST517,269,1,100,4,25.0,47,Female,Clothing,2023-04-08,2,Low-Value Inactive Customers
CUST518,236,1,30,1,30.0,40,Female,Clothing,2023-05-11,2,Low-Value Inactive Customers
CUST519,344,1,120,4,30.0,36,Female,Electronics,2023-01-23,2,Low-Value Inactive Customers
CUST520,4,1,100,4,25.0,49,Female,Electronics,2023-12-29,1,Low-Value Recent Customers
CUST521,143,1,120,4,30.0,47,Female,Clothing,2023-08-12,1,Low-Value Recent Customers
CUST522,366,1,1500,3,500.0,46,Male,Beauty,2023-01-01,0,High-Value Inactive Customers
CUST523,100,1,300,1,300.0,62,Female,Electronics,2023-09-24,1,Low-Value Recent Customers
CUST524,91,1,1200,4,300.0,46,Male,Beauty,2023-10-03,3,High-Value Recent Customers
CUST525,15,1,50,2,25.0,47,Female,Beauty,2023-12-18,1,Low-Value Recent Customers
CUST526,23,1,100,2,50.0,33,Male,Clothing,2023-12-10,1,Low-Value Recent Customers
CUST527,266,1,50,2,25.0,57,Male,Clothing,2023-04-11,2,Low-Value Inactive Customers
CUST528,180,1,60,2,30.0,36,Female,Clothing,2023-07-06,1,Low-Value Recent Customers
CUST529,146,1,150,3,50.0,35,Female,Clothing,2023-08-09,1,Low-Value Recent Customers
CUST530,331,1,120,4,30.0,18,Female,Electronics,2023-02-05,2,Low-Value Inactive Customers
CUST531,26,1,500,1,500.0,31,Male,Electronics,2023-12-07,1,Low-Value Recent Customers
CUST532,197,1,120,4,30.0,64,Female,Clothing,2023-06-19,2,Low-Value Inactive Customers
CUST533,47,1,1500,3,500.0,19,Male,Electronics,2023-11-16,3,High-Value Recent Customers
CUST534,206,1,1000,2,500.0,45,Male,Clothing,2023-06-10,0,High-Value Inactive Customers
CUST535,27,1,90,3,30.0,47,Male,Beauty,2023-12-06,1,Low-Value Recent Customers
CUST536,303,1,120,4,30.0,55,Female,Beauty,2023-03-05,2,Low-Value Inactive Customers
CUST537,213,1,500,1,500.0,21,Female,Beauty,2023-06-03,2,Low-Value Inactive Customers
CUST538,107,1,150,3,50.0,18,Male,Clothing,2023-09-17,1,Low-Value Recent Customers
CUST539,208,1,500,1,500.0,25,Male,Beauty,2023-06-08,2,Low-Value Inactive Customers
CUST540,25,1,900,3,300.0,46,Female,Electronics,2023-12-08,3,High-Value Recent Customers
CUST541,157,1,500,1,500.0,56,Male,Beauty,2023-07-29,1,Low-Value Recent Customers
CUST542,199,1,50,1,50.0,20,Female,Beauty,2023-06-17,2,Low-Value Inactive Customers
CUST543,160,1,600,2,300.0,49,Male,Beauty,2023-07-26,1,Low-Value Recent Customers
CUST544,10,1,25,1,25.0,27,Female,Electronics,2023-12-23,1,Low-Value Recent Customers
CUST545,215,1,50,2,25.0,27,Male,Clothing,2023-06-01,2,Low-Value Inactive Customers
CUST546,83,1,200,4,50.0,36,Female,Electronics,2023-10-11,1,Low-Value Recent Customers
CUST547,301,1,2000,4,500.0,63,Male,Clothing,2023-03-07,0,High-Value Inactive Customers
CUST548,268,1,60,2,30.0,51,Female,Clothing,2023-04-09,2,Low-Value Inactive Customers
CUST549,151,1,100,2,50.0,50,Female,Beauty,2023-08-04,1,Low-Value Recent Customers
CUST550,26,1,900,3,300.0,40,Male,Clothing,2023-12-07,3,High-Value Recent Customers
CUST551,172,1,900,3,300.0,45,Male,Electronics,2023-07-14,3,High-Value Recent Customers
CUST552,20,1,75,3,25.0,49,Female,Electronics,2023-12-13,1,Low-Value Recent Customers
CUST553,277,1,1200,4,300.0,24,Male,Clothing,2023-03-31,0,High-Value Inactive Customers
CUST554,51,1,150,3,50.0,46,Female,Beauty,2023-11-12,1,Low-Value Recent Customers
CUST555,75,1,300,1,300.0,25,Male,Beauty,2023-10-19,1,Low-Value Recent Customers
CUST556,212,1,50,1,50.0,18,Female,Electronics,2023-06-04,2,Low-Value Inactive Customers
CUST557,159,1,90,3,30.0,20,Female,Beauty,2023-07-27,1,Low-Value Recent Customers
CUST558,86,1,25,1,25.0,41,Female,Clothing,2023-10-08,1,Low-Value Recent Customers
CUST559,366,1,1200,4,300.0,40,Female,Clothing,2023-01-01,0,High-Value Inactive Customers
CUST560,211,1,50,1,50.0,25,Female,Electronics,2023-06-05,2,Low-Value Inactive Customers
CUST561,220,1,2000,4,500.0,64,Female,Clothing,2023-05-27,0,High-Value Inactive Customers
CUST562,259,1,50,2,25.0,54,Male,Electronics,2023-04-18,2,Low-Value Inactive Customers
CUST563,146,1,60,2,30.0,20,Male,Clothing,2023-08-09,1,Low-Value Recent Customers
CUST564,70,1,100,2,50.0,50,Male,Electronics,2023-10-24,1,Low-Value Recent Customers
CUST565,56,1,60,2,30.0,45,Female,Beauty,2023-11-07,1,Low-Value Recent Customers
CUST566,31,1,30,1,30.0,64,Female,Clothing,2023-12-02,1,Low-Value Recent Customers
CUST567,202,1,900,3,300.0,25,Female,Clothing,2023-06-14,0,High-Value Inactive Customers
CUST568,128,1,300,1,300.0,51,Female,Electronics,2023-08-27,1,Low-Value Recent Customers
CUST569,140,1,200,4,50.0,52,Male,Electronics,2023-08-15,1,Low-Value Recent Customers
CUST570,140,1,500,1,500.0,49,Male,Clothing,2023-08-15,1,Low-Value Recent Customers
CUST571,21,1,50,1,50.0,41,Female,Electronics,2023-12-12,1,Low-Value Recent Customers
